Rnd,Pick,Tm,Player,Pos,Age,To,Misc.AP1,Misc.PB,St,wAV,DrAV,G,Pass.Cmp,Pass.Att,Pass.Yds,Pass.TD,Pass.Int,Rush.Att,Rush.Yds,Rush.TD,Rec.Rec,Rec.Yds,Rec.TD,Solo,Int,Sk,College/Univ,,-9999
3,100,ARI,Myjai Sanders,DE,24,2023,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,21,,3,Cincinnati,College Stats,SandMy00
3,101,NYJ,Jeremy Ruckert,TE,22,2023,0,0,0,1,1,24,0,0,0,0,0,0,0,0,17,159,0,1,,,Ohio St.,College Stats,RuckJe00
3,102,MIA,Channing Tindall,LB,22,2023,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,4,,,Georgia,College Stats,TindCh00
3,103,KAN,Leo Chenal,LB,21,2023,0,0,0,9,9,34,0,0,0,0,0,0,0,0,0,0,0,59,,4,Wisconsin,College Stats,ChenLe00
3,104,LAR,Logan Bruss,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Wisconsin,College Stats,BrusLo00
3,105,SFO,Danny Gray,WR,23,2022,0,0,0,0,0,13,0,0,0,0,0,1,9,0,1,10,0,,,,SMU,College Stats,GrayDa02
4,106,TAM,Cade Otton,TE,23,2023,0,0,1,7,7,33,0,0,0,0,0,0,0,0,89,846,6,5,,,Washington,College Stats,OttoCa00
4,107,HOU,Dameon Pierce,RB,22,2023,0,0,1,10,10,27,0,0,0,0,0,365,1355,6,43,266,1,1,,,Florida,College Stats,PierDa01
4,108,CLE,Perrion Winfrey,DT,22,2023,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,9,,0.5,Oklahoma,College Stats,WinfPe00
4,109,SEA,Coby Bryant,CB,23,2023,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,66,,2,Cincinnati,College Stats,BryaCo01
4,110,BAL,Daniel Faalele,T,22,2023,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,College Stats,FaalDa00
4,111,NYJ,Max Mitchell,T,22,2023,0,0,0,4,4,20,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,College Stats,MitcMa02
4,112,NYG,Daniel Bellinger,TE,21,2023,0,0,1,5,5,29,0,0,0,0,0,1,2,1,55,523,2,,,,San Diego St.,College Stats,BellDa00
4,113,WAS,Percy Butler,S,22,2023,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,44,,,Louisiana,College Stats,ButlPe00
4,114,NYG,Dane Belton,DB,21,2023,0,0,0,5,5,32,0,0,0,0,0,0,0,0,0,0,0,46,4,1,Iowa,College Stats,BeltDa00
4,115,DEN,Damarri Mathis,DB,23,2023,0,0,1,6,6,33,0,0,0,0,0,0,0,0,0,0,0,80,,,Pittsburgh,College Stats,MathDa00
4,116,DEN,Eyioma Uwazurike,DE,24,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,11,,,Iowa St.,College Stats,UwazEy00
4,117,NYJ,Micheal Clemons,DT,25,2023,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,36,,3,Texas A&M,College Stats,ClemMi03
4,118,MIN,Akayleb Evans,DB,23,2023,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0,0,0,68,1,,Missouri,College Stats,EvanAk00
4,119,BAL,Jalyn Armour-Davis,DB,23,2023,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Alabama,College Stats,ArmoJa00
4,120,CAR,Brandon Smith,LB,21,2023,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,Penn St.,College Stats,SmitBr08
4,121,NWE,Jack Jones,DB,24,2023,0,0,0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,53,4,,Arizona St.,College Stats,JoneJa10
4,122,LVR,Zamir White,RB,22,2023,0,0,0,4,4,31,0,0,0,0,0,121,521,1,15,98,0,1,,,Georgia,College Stats,WhitZa01
4,123,LAC,Isaiah Spiller,RB,21,2023,0,0,0,1,1,15,0,0,0,0,0,55,137,0,9,47,0,,,,Texas A&M,College Stats,SpilIs00
4,124,CLE,Cade York,K,21,2022,0,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats,YorkCa00
4,125,MIA,Erik Ezukanma,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,5,22,0,1,3,0,,,,Texas Tech,College Stats,EzukEr00
4,126,LVR,Neil Farrell,DT,23,2023,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,,LSU,College Stats,FarrNe00
4,127,NWE,Pierre Strong,RB,23,2023,0,0,0,3,1,32,0,0,0,0,0,73,391,2,12,89,0,11,,,South Dakota St.,,StroPi00
4,128,BAL,Charlie Kolar,TE,23,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,11,136,1,3,,,Iowa St.,College Stats,KolaCh00
4,129,DAL,Jake Ferguson,TE,23,2023,0,1,0,11,11,33,0,0,0,0,0,0,0,0,90,935,7,1,,,Wisconsin,College Stats,FergJa00
4,130,BAL,Jordan Stout,P,24,2023,0,0,1,4,4,34,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.,College Stats,StouJo00
4,131,TEN,Hassan Haskins,RB,22,2022,0,0,0,1,1,15,0,0,0,0,0,25,93,0,11,57,0,9,,,Michigan,College Stats,HaskHa00
4,132,GNB,Romeo Doubs,WR,22,2023,0,0,0,11,11,30,0,0,0,0,0,1,11,0,101,1099,11,,,,Nevada,College Stats,DoubRo00
4,133,TAM,Jake Camarda,P,23,2023,0,0,1,7,7,34,0,0,0,0,0,0,0,0,0,0,0,6,,,Georgia,College Stats,CamaJa00
4,134,SFO,Spencer Burford,OL,23,2023,0,0,1,13,13,30,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas-San Antonio,College Stats,BurfSp00
4,135,KAN,Joshua Williams,CB,22,2023,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,43,1,,Fayetteville St.,,WillJo03
4,136,CIN,Cordell Volson,T,24,2023,0,0,1,16,16,33,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.,,VolsCo02
4,137,NWE,Bailey Zappe,QB,23,2023,0,0,0,2,2,14,192,304,2053,11,12,27,83,1,1,-6,0,,,,Western Kentucky,College Stats,ZappBa00
4,138,PIT,Calvin Austin,WR,23,2023,0,0,0,2,2,17,0,0,0,0,0,11,57,1,17,180,1,,,,Memphis,College Stats,AustCa00
4,139,BAL,Isaiah Likely,TE,22,2023,0,0,0,8,8,33,0,0,0,0,0,0,0,0,66,784,8,3,,,Coastal Carolina,College Stats,LikeIs00
4,140,GNB,Zach Tom,OL,23,2023,0,0,0,12,12,26,0,0,0,0,0,0,0,0,0,0,0,1,,,Wake Forest,College Stats,TomxZa00
4,141,BAL,Damarion Williams,CB,24,2023,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,,Houston,College Stats,WillDa15
4,142,LAR,Cobie Durant,DB,24,2023,0,0,0,5,5,29,0,0,0,0,0,0,0,0,0,0,0,38,3,1,South Carolina St.,,DuraDe01
4,143,TEN,Chigoziem Okonkwo,TE,22,2023,0,0,0,9,9,34,0,0,0,0,0,5,8,0,86,978,4,5,,,Maryland,College Stats,OkonCh00
5,144,WAS,Sam Howell,QB,21,2023,0,0,0,12,12,18,399,631,4115,22,22,53,298,6,1,4,0,,,,North Carolina,College Stats,HoweSa00
5,145,KAN,Darian Kinnard,T,22,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats,KinnDa00
5,146,NYG,Micah McFadden,LB,22,2023,0,0,0,12,12,33,0,0,0,0,0,0,0,0,0,0,0,99,1,3,Indiana,College Stats,McFaMi01
5,147,NYG,D.J. Davidson,DT,24,2023,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,8,,0.5,Arizona St.,College Stats,DaviDJ00
5,148,BUF,Khalil Shakir,WR,22,2023,0,0,0,8,8,31,0,0,0,0,0,1,10,0,49,772,3,1,,,Boise St.,College Stats,ShakKh00
5,149,WAS,Cole Turner,TE,22,2023,0,0,0,1,1,22,0,0,0,0,0,0,0,0,13,143,0,1,,,Nevada,College Stats,TurnCo00
5,150,HOU,Thomas Booker,DE,22,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,,0.5,Stanford,College Stats,BookTh00
5,151,ATL,Tyler Allgeier,RB,22,2023,0,0,0,13,13,33,0,0,0,0,0,396,1718,7,34,332,2,2,,,BYU,College Stats,AllgTy00
5,152,DEN,Delarrin Turner-Yell,S,22,2023,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,32,,,Oklahoma,College Stats,TurnDe02
5,153,SEA,Riq Woolen,CB,23,2023,0,1,1,14,14,33,0,0,0,0,0,0,0,0,0,0,0,88,8,,Texas-San Antonio,College Stats,WoolTa00
5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi,College Stats,ConnSn00
5,155,DAL,Matt Waletzko,OL,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota,,WaleMa00
5,156,CLE,Jerome Ford,RB,22,2023,0,0,0,6,6,30,0,0,0,0,0,212,825,4,44,319,5,1,,,Cincinnati,College Stats,FordJe00
5,157,TAM,Zyon McCollum,DB,23,2023,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,67,,,Sam Houston St.,,McCoZy02
5,158,SEA,Tyreke Smith,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats,SmitTy03
5,159,IND,Eric Johnson,DT,24,2023,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,7,,1,Missouri State,,JohnEr01
5,160,LAC,Otito Ogbonnia,DT,20,2023,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,23,,,UCLA,College Stats,OgboOt00
5,161,NOR,D'Marco Jackson,LB,24,2023,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,3,,,Appalachian St.,College Stats,JackDM00
5,162,DEN,Montrell Washington,WR,23,2023,0,0,0,0,0,21,0,0,0,0,0,5,30,0,4,2,0,,,,Samford,,WashMo00
5,163,TEN,Kyle Philips,WR,23,2023,0,0,0,3,3,13,0,0,0,0,0,0,0,0,23,259,0,,,,UCLA,College Stats,PhilKy01
5,164,LAR,Kyren Williams,RB,22,2023,0,1,0,12,12,22,0,0,0,0,0,263,1283,12,41,282,3,2,,,Notre Dame,College Stats,WillKy02
5,165,MIN,Esezi Otomewo,DT,23,2022,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,,,Minnesota,College Stats,OtomEs00
5,166,CIN,Tycen Anderson,S,23,2023,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,,,Toledo,College Stats,AndeTy00
5,167,DAL,DaRon Bland,DB,23,2023,1,1,0,17,17,34,0,0,0,0,0,0,0,0,0,0,0,91,14,,Fresno St.,College Stats,BlanDa00
5,168,CHI,Braxton Jones,OL,23,2023,0,0,1,13,13,28,0,0,0,0,0,0,0,0,0,0,0,1,,,Southern Utah,,JoneBr08
5,169,MIN,Ty Chandler,RB,24,2023,0,0,0,4,4,20,0,0,0,0,0,108,481,3,21,159,0,,,,North Carolina,College Stats,ChanTy01
5,170,HOU,Teagan Quitoriano,TE,22,2023,0,0,0,1,1,16,0,0,0,0,0,0,0,0,9,146,2,2,,,Oregon St.,College Stats,QuitTe00
5,171,DEN,Luke Wattenberg,OL,24,2023,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,,,,Washington,College Stats,WattLu00
5,172,SFO,Samuel Womack,CB,23,2023,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,19,1,,Toledo,College Stats,WomaSa00
5,173,NYG,Marcus McKethan,OL,23,2023,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats,McKeMa01
5,174,CHI,Dominique Robinson,DE,24,2023,0,0,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,24,,2,Miami (OH),College Stats,RobiDo00
5,175,LVR,Matthew Butler,DT,23,2023,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,Tennessee,College Stats,ButlMa02
5,176,DAL,Damone Clark,LB,22,2023,0,0,0,11,11,27,0,0,0,0,0,0,0,0,0,0,0,99,,,LSU,College Stats,ClarDa02
5,177,DET,James Mitchell,TE,23,2023,0,0,0,1,1,29,0,0,0,0,0,0,0,0,13,141,1,,,,Virginia Tech,College Stats,MitcJa00
5,178,DAL,John Ridgeway,DT,23,2023,0,0,0,5,,32,0,0,0,0,0,0,0,0,0,0,0,25,,,Arkansas,College Stats,RidgJo00
5,179,GNB,Kingsley Enagbare,DE,22,2023,0,0,0,7,7,34,0,0,0,0,0,0,0,0,0,0,0,45,,5,South Carolina,College Stats,EnagKi00
6,180,BUF,Matt Araiza,P,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats,AraiMa00
6,181,PHI,Kyron Johnson,DE,24,2023,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,6,,,Kansas,College Stats,JohnKy02
6,182,NYG,Darrian Beavers,LB,23,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats,BeavDa00
6,183,NWE,Kevin Harris,RB,21,2023,0,0,0,1,1,9,0,0,0,0,0,34,117,2,3,58,0,,,,South Carolina,College Stats,HarrKe01
6,184,MIN,Vederian Lowe,OL,23,2023,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,College Stats,LoweVe00
6,185,BUF,Christian Benford,DB,21,2023,0,0,0,7,7,24,0,0,0,0,0,0,0,0,0,0,0,60,3,,Villanova,,BenfCh00
6,186,CHI,Zachary Thomas,OL,24,2023,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,San Diego St.,College Stats,ThomZa04
6,187,SFO,Nick Zakelj,OL,23,2023,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Fordham,,ZakeNi00
6,188,DET,Malcolm Rodriguez,LB,23,2023,0,0,1,8,8,33,0,0,0,0,0,0,0,0,1,6,0,75,,1,Oklahoma St.,College Stats,RodrMa00
6,189,CAR,Amare Barno,DE,23,2023,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,21,,2,Virginia Tech,College Stats,BarnAm00
6,190,ATL,Justin Shaffer,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,ShafJu00
6,191,MIN,Jalen Nailor,WR,23,2023,0,0,0,1,1,21,0,0,0,0,0,0,0,0,12,208,1,4,,,Michigan St.,College Stats,NailJa00
6,192,IND,Andrew Ogletree,TE,24,2023,0,0,0,1,1,12,0,0,0,0,0,0,0,0,9,147,2,3,,,Youngstown St.,,OgleAn00
6,193,DAL,Devin Harper,LB,24,2023,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,,,Oklahoma St.,College Stats,HarpDe00
6,194,NOR,Jordan Jackson,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,Air Force,College Stats,JackJo06
6,195,LAC,Jamaree Salyer,OL,22,2023,0,0,1,14,14,34,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,SalyJa00
6,196,BAL,Tyler Badie,RB,22,2022,0,0,0,0,,1,0,0,0,0,0,1,0,0,1,24,1,,,,Missouri,College Stats,BadiTy00
6,197,JAX,Gregory Junior,CB,23,2023,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,,,Ouachita Baptist,,JuniGr00
6,198,PHI,Grant Calcaterra,TE,23,2023,0,0,0,1,1,30,0,0,0,0,0,0,0,0,9,120,0,,,,SMU,College Stats,CalcGr00
6,199,CAR,Cade Mays,OL,23,2023,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats,MaysCa00
